,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Extra
307,100.89,47.9054943635,7.93052172565,2.67532082006,275.521811711,41.9690040745,326,4,48,0.0218027737203,"[1320774, array([ 4.15819259, -2.04525998,  1.85154337]), array([ 0.82104266, -0.42240725,  0.38400659])]"
290,101.7,46.7642299272,7.94203570474,3.53115712308,274.641105395,43.0179531717,306,4,28,0.021967899352,"[1239764, array([ 4.04926605, -2.20650118,  1.92375525]), array([ 0.82104266, -0.42240725,  0.38400659])]"
127,105.98,38.3156353919,341.09867242,35.8986617797,224.852817527,31.4223545764,164,86,126,0.0219873809397,"[672093, array([ 3.75211754, -1.82640927,  1.77554776]), array([ 0.82104266, -0.42240725,  0.38400659])]"
208,100.88,34.5510352484,-40.2979820009,48.5301703523,205.392552617,19.9926055879,248,50,12,0.0220663244293,"[1008996, array([ 3.68706744, -1.79573586,  1.74829746]), array([ 0.82104266, -0.42240725,  0.38400659])]"
281,103.92,46.7618644491,7.8986331599,5.63694567383,272.675867811,42.6839297199,298,6,20,0.0220864375973,"[1207540, array([ 4.01932216, -2.10387141,  2.00011444]), array([ 0.82104266, -0.42240725,  0.38400659])]"
95,86.98,36.8230944965,249.322976112,51.8407484068,350.461134218,8.63113998795,122,58,158,0.0221128869331,"[499489, array([ 3.95921531, -2.0118855 ,  1.73537839]), array([ 0.82104266, -0.42240725,  0.38400659])]"
36,96.09,47.7529136848,194.208883875,7.30441004852,290.678099529,41.31499151,80,8,156,0.0221254661756,"[324888, array([ 4.1647887 , -2.24600237,  1.89670369]), array([ 0.82104266, -0.42240725,  0.38400659])]"
35,98.16,48.0188973082,196.221436628,7.18583507218,292.530963546,41.077939616,80,8,154,0.0221487599072,"[324887, array([ 4.12791869, -2.17624572,  2.05196367]), array([ 0.82104266, -0.42240725,  0.38400659])]"
167,87.57,45.7804312799,210.232153884,27.7039250011,318.867597596,31.3223224728,206,82,62,0.0221697641687,"[841801, array([ 4.24113612, -2.14811661,  1.85902323]), array([ 0.82104266, -0.42240725,  0.38400659])]"
139,107.48,43.5301292724,357.272246491,19.9872968445,249.667113029,39.7456464548,178,88,110,0.0222027746682,"[728965, array([ 3.89615338, -1.92835145,  1.89510266]), array([ 0.82104266, -0.42240725,  0.38400659])]"
