,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Extra
291,9.16,28.1175155876,266.80821843,21.8241907279,144.560050274,53.1115044006,142,26,-32,0.0123156869469,"[577514, array([ 2.14714628, -0.59444925, -0.67626786]), array([ 0.92322091, -0.26257841, -0.28056324])]"
259,4.81,28.6331127667,267.744371582,12.700006228,156.446721502,58.1819736909,126,20,-50,0.012353062278,"[512165, array([ 2.05719642, -0.60245383, -0.64955035]), array([ 0.92322091, -0.26257841, -0.28056324])]"
627,345.75,10.0092520758,85.4106004394,43.5535228576,245.686786271,44.715012961,288,68,-42,0.0123627643071,"[1172589, array([ 1.11988331, -0.33413508, -0.34072498]), array([ 0.92322091, -0.26257841, -0.28056324])]"
489,20.65,19.4781911076,270.150245938,44.7182037974,127.212131726,38.8644131531,258,78,-136,0.0125898523468,"[1051942, array([ 2.02191723, -0.59490916, -0.63698123]), array([ 0.92322091, -0.26257841, -0.28056324])]"
549,0.83,28.7563591501,267.659432026,5.76676605617,167.350347569,60.5629465381,266,74,-96,0.0126244716929,"[1084002, array([ 1.99405086, -0.58810907, -0.62700228]), array([ 0.92322091, -0.26257841, -0.28056324])]"
325,17.1,23.7665271353,-89.1745634454,32.4775121859,136.187162592,47.8262364876,152,36,-24,0.0126436452187,"[618918, array([ 2.12390063, -0.63355069, -0.64067342]), array([ 0.92322091, -0.26257841, -0.28056324])]"
473,24.94,13.0260664492,272.739577527,58.5250511108,122.037904613,28.0972748436,256,80,-150,0.012719348524,"[1044015, array([ 1.93750589, -0.55074823, -0.56106993]), array([ 0.92322091, -0.26257841, -0.28056324])]"
210,358.29,29.2793924354,266.452132144,3.28531960466,170.628822518,60.5005664626,98,16,-78,0.0127266496829,"[398391, array([ 1.97548352, -0.56145277, -0.62878403]), array([ 0.92322091, -0.26257841, -0.28056324])]"
17,344.12,18.2865517253,85.4376783287,30.6909099643,227.920236429,53.1918250002,36,38,-146,0.0127662306986,"[149237, array([ 1.35389636, -0.39733069, -0.42770693]), array([ 0.92322091, -0.26257841, -0.28056324])]"
562,359.61,28.972878501,268.551481694,1.92249371591,175.086770211,60.9511027387,268,74,-92,0.0128200644274,"[1092104, array([ 2.07160441, -0.57535591, -0.60204697]), array([ 0.92322091, -0.26257841, -0.28056324])]"
606,343.43,18.0001840929,85.0093941599,31.6998514368,228.438955013,52.4394514299,278,70,-56,0.0128634483458,"[1132262, array([ 1.33302939, -0.38207321, -0.42454815]), array([ 0.92322091, -0.26257841, -0.28056324])]"
207,359.53,29.1243331972,268.306121032,2.19848033979,174.371148151,60.7766170756,96,16,-82,0.012879969153,"[390289, array([ 2.07594812, -0.57215396, -0.60563146]), array([ 0.92322091, -0.26257841, -0.28056324])]"
196,357.61,29.0077782774,87.9225827062,0.551171267361,178.91642857,60.9859712424,86,16,-92,0.0128896831761,"[349784, array([ 2.03741526, -0.55731732, -0.59799684]), array([ 0.92322091, -0.26257841, -0.28056324])]"
477,21.82,17.8145348103,268.530844786,50.8993361352,124.088547721,33.4708346335,256,80,-142,0.0129175304359,"[1044019, array([ 2.07221009, -0.55986445, -0.6218701 ]), array([ 0.92322091, -0.26257841, -0.28056324])]"
548,2.43,28.5675602118,268.218432071,7.68818151822,164.569119388,60.2276023443,266,74,-98,0.0129551788347,"[1084001, array([ 2.01742907, -0.60027541, -0.62841594]), array([ 0.92322091, -0.26257841, -0.28056324])]"
490,19.63,20.519066443,269.352786932,42.8028982505,128.024757126,40.1319888553,258,78,-134,0.0129873329774,"[1051943, array([ 2.04180019, -0.59473749, -0.6482163 ]), array([ 0.92322091, -0.26257841, -0.28056324])]"
137,189.9,4.14596527506,82.1864717565,76.6032954287,280.842633221,12.7162682789,56,84,-168,0.0130785037467,"[234366, array([ 1.09423264, -0.29668831, -0.32457258]), array([ 0.92322091, -0.26257841, -0.28056324])]"
373,22.02,15.8742819765,268.81245451,54.186024465,121.919227273,31.1506910543,158,56,-12,0.0131246844046,"[645024, array([ 1.94891752, -0.54723262, -0.61977007]), array([ 0.92322091, -0.26257841, -0.28056324])]"
332,18.49,23.2115453246,-88.8550307323,34.8082207637,134.933044709,46.0782950945,154,38,-22,0.0131367437842,"[627199, array([ 2.1718231 , -0.62945317, -0.63105535]), array([ 0.92322091, -0.26257841, -0.28056324])]"
488,21.62,18.4086103959,271.00223756,46.6275802979,126.467993512,37.5767176092,258,78,-138,0.0131742717186,"[1051941, array([ 1.99957087, -0.59435602, -0.6249701 ]), array([ 0.92322091, -0.26257841, -0.28056324])]"
523,7.93,28.2722049208,267.032051034,19.3817503676,147.281218389,54.665574693,262,76,-110,0.0131818499018,"[1067975, array([ 2.10758697, -0.59858005, -0.6718792 ]), array([ 0.92322091, -0.26257841, -0.28056324])]"
440,24.2,2.76286322113,280.659902002,78.3538225735,114.753513762,11.3047795146,250,84,-170,0.0132085100346,"[1020065, array([ 1.54786715, -0.44164289, -0.44755611]), array([ 0.92322091, -0.26257841, -0.28056324])]"
163,354.27,26.5574153926,88.6228725877,8.6229721152,195.09685364,61.8641106593,64,20,-116,0.0132199842487,"[261032, array([ 1.85049585, -0.5497352 , -0.54963256]), array([ 0.92322091, -0.26257841, -0.28056324])]"
517,16.26,24.2540603701,270.596291639,30.9425537216,137.294172534,48.8433180464,262,76,-122,0.0132764104702,"[1067969, array([ 2.11896492, -0.63437392, -0.64407978]), array([ 0.92322091, -0.26257841, -0.28056324])]"
345,19.38,22.2886174288,269.61603489,39.5224878141,131.198191927,42.1978773585,156,42,-18,0.0132890558332,"[635661, array([ 2.18940231, -0.60324036, -0.63759941]), array([ 0.92322091, -0.26257841, -0.28056324])]"
349,18.88,21.9166646598,267.733362928,41.8935286005,128.688832654,40.0939211197,156,44,-16,0.0133205109476,"[635842, array([ 2.15669637, -0.58119506, -0.65419863]), array([ 0.92322091, -0.26257841, -0.28056324])]"
372,21.59,17.2588259341,267.881146826,52.3107290533,122.925261406,32.3144285628,158,54,-12,0.0133213583457,"[644844, array([ 2.03293808, -0.54969639, -0.62619593]), array([ 0.92322091, -0.26257841, -0.28056324])]"
415,25.39,4.33440906403,280.153792422,73.915238424,116.594601934,15.4591725916,160,76,-8,0.0133294455306,"[654926, array([ 1.59051704, -0.47108143, -0.46996346]), array([ 0.92322091, -0.26257841, -0.28056324])]"
550,359.22,28.8915896099,267.104207427,3.84480905801,170.196274047,60.8049187929,266,74,-94,0.0133333274514,"[1084003, array([ 1.9682432 , -0.57522621, -0.62482472]), array([ 0.92322091, -0.26257841, -0.28056324])]"
453,23.1,10.7425932462,269.358612892,64.7768433962,117.623918,22.5331260792,252,82,-156,0.013346215802,"[1027992, array([ 1.80487933, -0.49773714, -0.56952056]), array([ 0.92322091, -0.26257841, -0.28056324])]"
130,187.45,4.07082741055,83.1699411609,73.915238424,278.592739244,15.5339945572,54,82,-166,0.0133818009702,"[226087, array([ 1.05719617, -0.28552069, -0.31542344]), array([ 0.92322091, -0.26257841, -0.28056324])]"
241,4.18,28.8988638083,269.22913127,8.88829182292,163.825654343,59.5116116767,118,18,-60,0.013402570026,"[479580, array([ 2.14489131, -0.60381148, -0.61964127]), array([ 0.92322091, -0.26257841, -0.28056324])]"
32,344.83,21.6518837018,85.3464002678,24.6820278607,218.567748828,56.1351983481,38,32,-142,0.0134528182846,"[156799, array([ 1.48001082, -0.42512065, -0.47228534]), array([ 0.92322091, -0.26257841, -0.28056324])]"
565,354.77,28.8915896099,86.8957925727,3.84480905801,183.803725953,60.8049187929,268,74,-86,0.0135710397509,"[1092107, array([ 1.97050876, -0.53072387, -0.5924923 ]), array([ 0.92322091, -0.26257841, -0.28056324])]"
333,17.28,24.098919395,268.791500085,35.3473957465,133.778180327,44.9186621558,154,38,-20,0.0136370776261,"[627200, array([ 2.21746529, -0.60369421, -0.65122015]), array([ 0.92322091, -0.26257841, -0.28056324])]"
425,200.98,1.41579206092,309.407007672,85.5285909542,110.877589198,4.240482419,246,86,-178,0.0136870084523,"[1004041, array([ 1.29602334, -0.38297925, -0.40907701]), array([ 0.92322091, -0.26257841, -0.28056324])]"
124,184.48,5.30172586007,80.1215685536,69.4894732039,276.393976856,19.7536204145,52,80,-162,0.0136978851482,"[217809, array([ 0.92800706, -0.27724642, -0.27770334]), array([ 0.92322091, -0.26257841, -0.28056324])]"
635,347.76,7.97562919561,86.3834665649,46.9393063634,250.525297357,41.9533718055,292,68,-38,0.0137478188332,"[1188791, array([ 1.11727843, -0.325155  , -0.32448675]), array([ 0.92322091, -0.26257841, -0.28056324])]"
147,192.02,5.58557691928,76.1687190321,77.3601704359,283.143538363,11.3021487033,58,86,-168,0.0137766448242,"[242646, array([ 1.04682172, -0.30686489, -0.3054165 ]), array([ 0.92322091, -0.26257841, -0.28056324])]"
400,24.41,14.4794687726,271.856274755,56.0490731613,122.97069807,29.959382828,160,58,-12,0.0138725514667,"[653304, array([ 1.99261307, -0.55903838, -0.57486167]), array([ 0.92322091, -0.26257841, -0.28056324])]"
426,200.86,0.00688431082307,290.930130115,84.3454452794,110.859918584,5.65455050248,246,86,-176,0.0139591518968,"[1004042, array([ 1.35686833, -0.3889974 , -0.43384545]), array([ 0.92322091, -0.26257841, -0.28056324])]"
161,353.05,28.2215047428,86.9496281078,7.2205195332,190.000418351,60.7054143118,64,18,-114,0.0139621138315,"[260853, array([ 1.9212986 , -0.51709095, -0.57503533]), array([ 0.92322091, -0.26257841, -0.28056324])]"
308,13.75,26.5122519512,269.5484756,26.1979530109,141.959942261,51.1102702781,148,30,-28,0.0140732652485,"[602176, array([ 2.23551309, -0.62130036, -0.64602497]), array([ 0.92322091, -0.26257841, -0.28056324])]"
5,342.96,17.5066561984,84.7955647667,33.0325096,229.604175335,51.493161146,34,40,-148,0.0141062849447,"[141316, array([ 1.31442697, -0.36696661, -0.4187135 ]), array([ 0.92322091, -0.26257841, -0.28056324])]"
