,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Extra
103,18.62,52.4386121834,112.179412393,2.72831027548,204.269442808,37.4269823726,312,8,110,0.0075946398314,"[1264465, array([ 4.57955485, -1.28370835, -1.35590256]), array([ 0.92322091, -0.26257841, -0.28056324])]"
109,17.58,51.6920526205,116.438164403,6.92824142542,211.778106857,37.4477785977,340,10,134,0.0076379862317,"[1378057, array([ 4.55240435, -1.29006472, -1.34422466]), array([ 0.92322091, -0.26257841, -0.28056324])]"
33,28.21,51.9738446441,261.270602731,25.1727971381,157.741803132,26.4617584585,88,76,116,0.00785595698823,"[363388, array([ 4.65955983, -1.28415828, -1.41451083]), array([ 0.92322091, -0.26257841, -0.28056324])]"
106,17.72,52.0619352832,112.220107401,3.49775740748,204.929606439,37.7179381061,318,8,116,0.00791073575213,"[1288768, array([ 4.54587402, -1.32359436, -1.41062472]), array([ 0.92322091, -0.26257841, -0.28056324])]"
63,27.85,52.2155656827,262.81974364,23.9898185462,159.551931241,27.2810074069,206,28,30,0.00839844096844,"[836925, array([ 4.66125947, -1.28179355, -1.41489579]), array([ 0.92322091, -0.26257841, -0.28056324])]"
39,20.68,52.8379116347,285.442419015,3.9610098331,192.464732462,36.8777267702,106,82,94,0.00869191389084,"[436817, array([ 4.59333732, -1.35145574, -1.3977452 ]), array([ 0.92322091, -0.26257841, -0.28056324])]"
81,21.02,52.9547473899,283.594546251,5.57236269929,189.457305661,36.4818802169,250,10,56,0.00882805122128,"[1013518, array([ 4.59645351, -1.34885596, -1.4196004 ]), array([ 0.92322091, -0.26257841, -0.28056324])]"
110,17.36,51.4127988225,116.43839855,7.17567654747,212.015703814,37.6668145405,342,10,136,0.00892057741183,"[1386158, array([ 4.53366536, -1.33126193, -1.36286345]), array([ 0.92322091, -0.26257841, -0.28056324])]"
32,30.06,50.4739918175,254.227411645,30.6232791046,150.085521536,22.4282190386,84,74,122,0.00903696118228,"[347011, array([ 4.64610041, -1.31752382, -1.36453395]), array([ 0.92322091, -0.26257841, -0.28056324])]"
2,15.21,49.9208200556,122.902687558,14.3438890467,223.794054201,36.4608885301,6,16,154,0.00914000270767,"[25907, array([ 4.4707225 , -1.29211878, -1.40171426]), array([ 0.92322091, -0.26257841, -0.28056324])]"
41,20.34,52.9594086074,287.721542883,1.98052834342,196.230002722,36.9694039702,108,82,92,0.00918490046609,"[444916, array([ 4.60715247, -1.29914031, -1.3529431 ]), array([ 0.92322091, -0.26257841, -0.28056324])]"
50,21.67,43.2879070541,173.744487906,43.1674452505,277.677858763,14.3975641058,156,72,44,0.00939057347805,"[638392, array([ 4.38076045, -1.25569384, -1.37761826]), array([ 0.92322091, -0.26257841, -0.28056324])]"
16,17.77,44.9186621558,152.791500085,35.3473957465,261.288872409,24.098919395,38,38,160,0.00969395440357,"[157490, array([ 4.38931687, -1.21357114, -1.3640918 ]), array([ 0.92322091, -0.26257841, -0.28056324])]"
52,23.86,43.3387172307,186.057835891,45.2564023725,285.259797519,9.00590510215,162,68,40,0.00986410486308,"[662330, array([ 4.40676677, -1.26289858, -1.38824704]), array([ 0.92322091, -0.26257841, -0.28056324])]"
3,14.86,49.5854527776,125.08622761,16.3975879714,227.296483065,35.7057916556,10,18,156,0.0103221635061,"[42288, array([ 4.46388989, -1.25250121, -1.40438827]), array([ 0.92322091, -0.26257841, -0.28056324])]"
85,20.4,52.722586523,287.869037295,1.92945742622,196.403254221,37.21000731,274,8,76,0.0104043398472,"[1110548, array([ 4.59529402, -1.3424657 , -1.35877427]), array([ 0.92322091, -0.26257841, -0.28056324])]"
12,16.27,45.6802679561,142.963749299,30.2638761179,251.785421731,28.9383959322,32,32,162,0.0109106235494,"[132651, array([ 4.37677063, -1.29554886, -1.35269632]), array([ 0.92322091, -0.26257841, -0.28056324])]"
90,18.69,52.9771832644,287.961196806,0.556249043429,197.541754296,37.0172001319,284,8,86,0.0109802400047,"[1151053, array([ 4.58475521, -1.25811426, -1.42294876]), array([ 0.92322091, -0.26257841, -0.28056324])]"
83,20.35,53.3888659205,283.621651875,4.98092532193,189.969978309,36.1589159097,254,10,60,0.0109873853302,"[1029720, array([ 4.61042859, -1.26187257, -1.42558392]), array([ 0.92322091, -0.26257841, -0.28056324])]"
79,21.89,53.5403358247,281.377892897,7.68016187437,185.882058376,35.3826413814,242,12,50,0.0111777346899,"[981295, array([ 4.63473372, -1.26150538, -1.39111686]), array([ 0.92322091, -0.26257841, -0.28056324])]"
36,27.5,52.0275719087,267.19832562,21.4950313737,164.259225418,29.6219806325,92,78,112,0.0112171679566,"[379766, array([ 4.63903508, -1.37784395, -1.40807937]), array([ 0.92322091, -0.26257841, -0.28056324])]"
26,29.2,46.0418778685,225.690030369,42.7574779455,127.92243322,8.31613541283,70,66,138,0.011336893145,"[289599, array([ 4.52626289, -1.31524218, -1.42875678]), array([ 0.92322091, -0.26257841, -0.28056324])]"
8,16.27,48.1025540279,133.723080079,22.4704826553,239.428400055,33.2030017459,22,24,160,0.0114215220475,"[91430, array([ 4.45826108, -1.2778356 , -1.29917865]), array([ 0.92322091, -0.26257841, -0.28056324])]"
9,16.06,47.8645703112,136.045682664,24.3263919775,242.436890773,31.9734070717,24,26,160,0.0114596939253,"[99710, array([ 4.45615387, -1.21829345, -1.32080059]), array([ 0.92322091, -0.26257841, -0.28056324])]"
15,17.68,45.5788359535,150.222596892,33.5275210318,258.613004167,25.4617609512,36,36,160,0.0117966813354,"[149210, array([ 4.416176  , -1.19778046, -1.33255568]), array([ 0.92322091, -0.26257841, -0.28056324])]"
46,17.06,46.5401807567,143.725105173,29.4987042311,251.771299583,28.7037769744,138,80,60,0.0119508665473,"[566220, array([ 4.43619826, -1.22223151, -1.30050736]), array([ 0.92322091, -0.26257841, -0.28056324])]"
102,18.94,52.54384628,112.164026098,2.46487141939,204.046407124,37.346339555,310,8,108,0.0122401230288,"[1256364, array([ 4.58966106, -1.27396075, -1.3375917 ]), array([ 0.92322091, -0.26257841, -0.28056324])]"
43,14.76,47.5696331023,133.54573414,23.7519793435,240.001495012,32.7706372353,130,82,66,0.012254374248,"[534003, array([ 4.40927779, -1.25326308, -1.40108765]), array([ 0.92322091, -0.26257841, -0.28056324])]"
11,16.26,46.1889262543,140.565334956,28.3937504351,248.907687153,30.2065289937,30,30,162,0.0123575552248,"[124371, array([ 4.39320214, -1.30995045, -1.32960619]), array([ 0.92322091, -0.26257841, -0.28056324])]"
4,14.61,49.0305836192,127.265564055,18.4885752498,230.816362242,35.0202828101,14,20,158,0.0124319341926,"[58669, array([ 4.44572793, -1.24871972, -1.41030317]), array([ 0.92322091, -0.26257841, -0.28056324])]"
112,16.58,51.459390888,118.615761687,9.42965966842,215.792586368,36.9517927305,350,12,142,0.0124562294966,"[1418741, array([ 4.54187272, -1.22992547, -1.36121316]), array([ 0.92322091, -0.26257841, -0.28056324])]"
55,27.64,45.2377984597,212.154510459,44.6733276536,119.921285645,2.25709641757,174,58,34,0.0128568280657,"[710027, array([ 4.50406557, -1.2460823 , -1.42124023]), array([ 0.92322091, -0.26257841, -0.28056324])]"
