Strike,Dip,Rake,Misfit,Extra
2,56,-25,0.284026794749,"[2935, array([ 0.20752152, -2.3204016 , -4.88925477]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,56,-20,0.274127330612,"[2936, array([ 0.18947151, -1.8958661 , -5.09103499]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,58,-20,0.278661824404,"[2976, array([ 0.16673444, -1.94434024, -5.12292974]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,60,-20,0.283238201999,"[3016, array([ 0.14354491, -1.98367911, -5.14884312]), array([ 0.30409475, -0.33149068, -0.89310711])]"
2,62,-20,0.28779096649,"[3056, array([ 0.12001695, -2.01372849, -5.16872072]), array([ 0.30409475, -0.33149068, -0.89310711])]"
4,22,-55,0.273222465261,"[4049, array([ 0.87968057, -0.17640952, -1.91619964]), array([ 0.30409475, -0.33149068, -0.89310711])]"
4,22,-50,0.277713672521,"[4050, array([ 0.8359422 , -0.14711976, -2.22146314]), array([ 0.30409475, -0.33149068, -0.89310711])]"
4,24,-65,0.277376234901,"[4087, array([ 0.93902984, -0.58952342, -1.30796812]), array([ 0.30409475, -0.33149068, -0.89310711])]"
4,24,-60,0.175772266779,"[4088, array([ 0.90967456, -0.5488582 , -1.65042299]), array([ 0.30409475, -0.33149068, -0.89310711])]"
4,24,-55,0.137480788477,"[4089, array([ 0.8733961 , -0.50401585, -1.98031715]), array([ 0.30409475, -0.33149068, -0.89310711])]"
4,24,-50,0.154540035912,"[4090, array([ 0.83047056, -0.45533763, -2.2951399 ]), array([ 0.30409475, -0.33149068, -0.89310711])]"
4,24,-45,0.193145962763,"[4091, array([ 0.78122465, -0.40319401, -2.59249525]), array([ 0.30409475, -0.33149068, -0.89310711])]"
4,24,-40,0.234299142172,"[4092, array([ 0.72603314, -0.34798185, -2.87012014]), array([ 0.30409475, -0.33149068, -0.89310711])]"
4,24,-35,0.272955900833,"[4093, array([ 0.66531609, -0.29012133, -3.12590169]), array([ 0.30409475, -0.33149068, -0.89310711])]"
4,26,-60,0.173722283782,"[4128, array([ 0.89842843, -0.890411  , -1.70406225]), array([ 0.30409475, -0.33149068, -0.89310711])]"
