Strike,Dip,Rake,Sum
98,26,0,0.016404962978
98,26,25,0.0110013673315
98,28,0,0.0191399809013
98,30,5,0.0162458975699
98,30,30,0.0187966437712
98,34,10,0.0114865271937
98,36,15,0.0198384100738
98,38,15,0.00723283833059
98,40,20,0.00323471035298
98,42,20,0.013988403123
98,42,25,0.00742196901805
98,44,25,0.0046916741803
98,44,30,0.0146875306731
98,46,30,0.00368789813635
98,48,35,0.00833298650231
98,50,40,0.0176133620622
100,6,-25,0.0155803544303
100,8,-25,0.0167086507519
100,10,-20,0.00537984993682
100,12,-20,0.0152899983214
100,12,-15,0.0115138175997
100,12,10,0.0164090262304
100,14,-15,0.00133116429211
100,14,15,0.0200909227562
100,16,-15,0.0183273043997
100,16,-10,0.00653842753443
100,16,15,0.0138580581335
100,18,-10,0.00164753110301
100,18,20,0.0205324191326
100,20,-5,0.00531486429481
100,20,20,0.0143451472797
100,22,-5,0.00442405882002
100,24,0,0.00496568222688
100,24,25,0.0187399541722
100,26,0,0.00808142535317
100,28,5,0.00354694232312
100,30,5,0.0125184086651
100,30,10,0.0188841514927
100,32,10,0.00177056033353
100,34,10,0.020332400562
100,34,15,0.00610947009008
100,36,15,0.00439550777718
100,38,20,9.57542243594e-05
100,40,20,0.0197143398384
100,40,25,0.00332327866651
100,42,25,0.0126728087579
100,42,30,0.0104023822993
100,44,30,0.0131060146963
100,44,35,0.0188136495832
100,46,35,0.0190216412637
102,6,-25,0.0193662369681
102,8,-20,0.012375259535
102,10,-20,0.0150142424561
102,12,-15,0.00473711876044
102,14,-15,0.0152269069634
102,14,-10,0.0113012148377
102,14,15,0.0202154452112
102,16,-10,0.00190748644905
102,18,-10,0.0188477139996
102,18,-5,0.00577544841574
102,20,-5,0.00230243673279
102,22,0,0.00247349935923
102,24,0,0.0050227028708
102,26,5,0.00035289889039
102,28,5,0.0105573555292
102,28,10,0.0115419396611
102,30,10,0.000723240973587
102,32,15,0.00294711908221
102,34,15,0.00798114402372
102,34,20,0.0142781424202
102,36,20,0.00391038174479
102,38,25,0.00649807537044
102,40,30,0.0130817461793
104,8,-20,0.0170343890355
104,10,-15,0.0109625306328
104,12,-15,0.0150439446186
104,12,-10,0.0202672036226
104,14,-10,0.0054103269259
104,16,-10,0.0170416827067
104,16,-5,0.0108848794363
104,18,-5,0.00398838378591
104,20,0,0.00510494893675
104,22,0,0.0060601762913
104,24,5,0.0022900687629
104,26,5,0.0123925866559
104,26,10,0.011533866885
104,28,10,0.00401080414846
104,30,15,0.00545722095361
104,32,15,0.0143047947441
104,32,20,0.0146149114327
104,34,20,0.0108808685536
104,36,25,0.0132366587329
104,38,30,0.01939893587
106,8,-15,0.0197907017398
106,10,-15,0.0166719064851
106,12,-10,0.0111251224912
106,14,-10,0.0171769625021
106,14,-5,0.0193803489556
106,16,-5,0.00777644742243
106,18,0,0.0108636732343
106,20,0,0.00903087951543
106,22,5,0.00691627783127
106,24,5,0.0157004048448
106,24,10,0.0157989569612
106,26,10,0.00913314846959
106,28,15,0.0107488391048
106,30,20,0.0189046046734
106,32,20,0.0187288545863
108,8,-15,0.019905813859
108,10,-10,0.0189698042528
108,12,-10,0.0184958922446
108,14,-5,0.0130253757642
108,16,0,0.0189829093269
108,18,0,0.0128995553331
108,20,5,0.0130582671406
108,22,5,0.0192566119077
108,24,10,0.0147760475364
108,26,15,0.0172579812284
110,12,-5,0.0198592417631
110,16,0,0.0174134376248
110,18,5,0.0204391603897
110,22,10,0.0204395897823
164,88,15,0.0134784860993
164,90,15,0.0063301380189
164,90,20,0.010731924584
166,86,20,0.00600052996528
166,88,20,0.0101255339771
166,88,25,0.00898543345359
166,90,25,0.0180548513215
168,82,25,0.0181098541018
168,84,25,0.00260479376769
168,86,25,0.0145762896704
168,86,30,0.0145984756418
170,80,30,0.0162247243798
170,82,30,0.000779540579478
170,84,30,0.0150311651187
170,90,10,0.0203323679171
172,78,30,0.0193772755057
172,78,35,0.0190600591327
172,80,35,0.000631869052536
172,82,35,0.0115234258126
172,88,15,0.0063019624231
172,90,15,0.00541137019591
172,90,20,0.0118272227295
174,76,35,0.0152754264224
174,78,40,0.00414115090011
174,80,40,0.00789611209435
174,86,20,0.000963073481207
174,88,20,0.0113951603044
176,74,40,0.0157087209105
176,76,40,0.00974897645294
176,76,45,0.0135372230509
176,78,45,0.00907232733471
176,82,20,0.0118843190212
176,84,25,0.00191509232634
176,86,25,0.0202971752244
178,74,45,0.0043777256702
178,76,45,0.0136786516348
178,76,50,0.0182414098952
178,80,25,0.00536290819103
178,82,25,0.0136947939141
178,82,30,0.0109782831487
178,90,70,0.0146601519753
180,72,50,0.00932951395741
180,74,50,0.000902654332183
180,78,30,0.00802895385739
180,80,30,0.00401401293374
180,90,75,5.04214421977e-05
