Index,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit
1009,291.017414326,1.41579206092,182.592992328,85.5285909542,21.1224108025,4.240482419,66,86,-2,0.103707436635
308,281.250949003,18.2034268659,188.184327159,9.23990894423,72.4852116155,69.436702273,26,28,-70,0.103724473733
599,291.972875344,14.69495043,195.82954045,22.1987803203,52.8462528727,62.9298619584,50,36,-50,0.103769130887
1795,296.233111675,15.6615113821,188.082868629,48.0124023488,38.7662214755,37.7402644726,172,76,-140,0.103802828355
2793,282.527741248,1.29024659764,14.4736710503,56.4441408725,191.672781635,33.5243188237,232,68,-26,0.103817306881
271,284.685761746,15.3188467748,193.317796099,4.98092532193,85.7979955459,73.853660825,22,30,-80,0.103837071388
2271,286.536187801,14.977873503,16.9996952898,1.73196284128,113.442025576,74.9176394098,198,60,-88,0.103855137436
2206,285.463812199,14.977873503,195.00030471,1.73196284128,98.5579744243,74.9176394098,194,60,-92,0.103869788583
2593,276.061409544,6.62013904689,12.0403795862,41.9078206354,178.829072158,47.3272230782,218,64,-42,0.103897752993
2444,284.782662916,17.1253062159,19.893578732,16.1255241883,150.671078294,66.122483836,208,64,-72,0.103901647565
3212,278.810159249,11.9327899831,17.8431537761,36.6096244082,173.758305709,50.8622892739,332,46,-146,0.103940934149
209,288.0,19.0,18.0,8.53773646252e-07,108.0,71.0,18,26,-90,0.103954310948
2293,288.0,19.0,18.0,0.0,108.0,71.0,198,64,-90,0.103954310948
1824,298.622995017,11.2753015852,195.579972088,48.5421312594,37.9937357278,39.2377271782,174,72,-142,0.10396667136
3827,276.161567078,14.975684326,11.2136107949,18.2218217361,149.096288747,66.0679358741,342,34,-124,0.103967367349
1559,291.144651889,13.8719444016,181.131482997,54.186024465,30.1128684277,32.2614979324,164,78,-146,0.103969514148
2118,292.786254533,18.6273047346,196.420907325,18.2069982627,65.2307801364,63.4600996958,188,66,-110,0.103971998566
3200,283.783414241,1.62832706021,18.6969279785,71.6393254697,193.245274656,18.2831593542,330,76,-168,0.103972899962
846,290.757872805,19.4531892837,184.9264277,37.6822017116,42.1203335634,45.8837487955,64,42,-24,0.103987952813
2927,284.939005626,5.42818256635,32.1101837048,72.158320261,193.280160322,16.942897711,238,82,-16,0.10399380351
53,279.980833355,19.1829018296,11.1993168798,3.49775740748,111.125427404,70.4760573384,4,26,-98,0.10400801115
3788,284.012074411,14.4488575487,22.3940860449,29.4987042311,171.106610661,56.4946944006,340,40,-140,0.104090746036
3764,292.396690342,11.2820006039,150.031837405,75.8606906729,24.0871451514,8.41156654153,338,88,166,0.104134884046
3611,285.13878226,8.45660932019,23.8675659085,45.5874662683,187.120953151,43.1722133477,336,54,-152,0.104136175362
3008,287.296128003,1.39858343244,28.42822722,82.792958188,197.122668266,7.06862227484,242,86,-6,0.104152499409
1540,295.273414199,11.1686295726,168.130613291,71.8928875656,28.1090457647,14.0667760529,162,88,-162,0.104248491251
2145,293.217337084,17.1253062159,198.106421268,16.1255241883,67.328921706,66.122483836,190,64,-108,0.104257077896
904,295.064183156,17.6591509265,191.583175069,36.2143146386,46.0642830419,48.3839180345,66,42,-28,0.10426134099
893,288.877331734,7.06862227484,97.57177278,82.792958188,198.703871997,1.39858343244,64,86,6,0.104328436385
1571,291.461928001,15.4628871949,178.436956597,54.7302565238,30.9572440569,30.8097979693,164,80,-146,0.104343809999
912,292.119045153,18.9440188114,185.321290954,40.0964343394,41.3647075056,43.8407179674,66,44,-22,0.104363126354
46,285.019155926,14.0808385155,17.4054126692,9.424862833,140.166084389,72.9463318891,2,32,-108,0.104385315447
3733,281.141447894,7.78018871674,16.5702172985,34.7001700844,180.226860656,54.1859730255,338,48,-140,0.104394122479
854,290.119045153,18.9440188114,183.321290954,40.0964343394,39.3647075056,43.8407179674,64,44,-22,0.104400087203
2975,108.238472929,0.184071443818,17.6329150173,73.0919495225,198.294422834,16.9069878701,242,78,-12,0.104401602433
678,288.293199973,20.7200674763,187.230308312,26.8975491591,50.9215007328,54.9482571866,56,34,-36,0.104404045681
2660,282.968315248,12.8460545816,23.3608885521,38.3458687911,177.883920354,48.7731351616,222,68,-48,0.104464951741
3331,104.266162133,0.867396063514,12.3087598014,66.0943783426,194.650352173,23.8878952803,332,74,-162,0.104469591237
788,295.134009197,17.5370380679,194.675923209,29.8730943135,51.3263267357,54.3992598635,62,38,-36,0.104474759396
2385,285.099270685,18.1605047206,18.6766266309,10.7701647828,137.862829242,68.6904121488,204,64,-78,0.104506891868
1701,296.221963179,14.2544767327,183.530355322,56.6329542782,34.4721988013,29.4592638225,168,80,-148,0.10451988211
2381,275.430697966,13.249091618,11.1029394539,22.7716095143,157.559360428,63.2677080558,204,62,-64,0.104524195912
2404,287.19439971,16.1843272866,20.3013620073,10.5780705237,142.135538264,70.5034291407,206,62,-78,0.104533209758
194,288.957339285,17.0484557293,19.5330545932,1.87669674525,115.625189404,72.8422391661,16,28,-94,0.104549449075
3604,285.344423727,10.0056454788,25.1848205022,44.0887833944,185.471849377,44.1813410055,336,52,-152,0.104554701819
2974,288.666461037,1.16379593615,22.1756702855,71.6393254697,198.281040718,18.3211080151,242,78,-14,0.104560791924
3377,275.251563246,11.350324372,11.5800451718,28.772451313,165.999880983,58.6668519395,334,42,-136,0.104574403593
