,Index,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Depth,Mod,Normalized
11772,2526,135,45,43,1,312,43,344,2,30,0.000805791,35,NewGudkova,1
11773,676,126,45,218,1,309,44,102,2,154,0.001327485,35,NewGudkova,0.990268531
11774,2549,135,46,43,1,312,43,346,2,32,0.00192003,35,NewGudkova,0.979215448
11775,2244,193,27,89,24,324,51,328,28,-28,0.00239568,35,NewGudkova,0.970342854
11776,2504,135,45,43,1,312,44,342,2,28,0.002637931,35,NewGudkova,0.965824
11777,407,172,38,69,15,321,46,68,86,-106,0.00265586,35,NewGudkova,0.965489563
11778,150,95,39,197,13,302,47,18,86,-76,0.002670539,35,NewGudkova,0.965215742
11779,2071,171,39,68,15,321,46,324,16,-14,0.003203575,35,NewGudkova,0.955272718
11780,2054,157,43,58,9,317,44,324,10,-4,0.003584945,35,NewGudkova,0.9481588
11781,2049,151,44,54,8,316,44,324,8,0,0.00384226,35,NewGudkova,0.943358941
11782,2268,141,45,47,3,314,44,330,4,12,0.004348132,35,NewGudkova,0.933922603
11783,1105,110,43,207,7,306,44,122,8,-176,0.004489272,35,NewGudkova,0.931289847
11784,2066,166,41,64,13,319,45,324,14,-10,0.004799168,35,NewGudkova,0.925509161
11785,943,119,45,214,3,307,44,118,4,174,0.004965833,35,NewGudkova,0.922400271
11786,1192,96,39,197,13,302,47,124,14,-164,0.005321381,35,NewGudkova,0.915768018
11787,636,126,45,218,1,309,43,98,2,150,0.005339821,35,NewGudkova,0.91542405
11788,1176,110,43,207,7,306,45,124,8,-174,0.005490157,35,NewGudkova,0.912619729
11789,2188,142,45,47,3,314,44,328,4,10,0.005608252,35,NewGudkova,0.910416847
11790,687,217,5,124,31,316,57,102,58,-128,0.005767861,35,NewGudkova,0.907439552
11791,2162,186,31,81,21,323,49,326,24,-24,0.006029545,35,NewGudkova,0.902558211
11792,1182,104,42,203,9,304,45,124,10,-170,0.006296777,35,NewGudkova,0.897573378
11793,1187,101,41,201,11,304,46,124,12,-168,0.00660556,35,NewGudkova,0.891813467
11794,507,191,29,87,23,324,51,82,78,-114,0.0067122,35,NewGudkova,0.889824235
11795,1131,87,36,191,16,301,48,122,18,-160,0.006860819,35,NewGudkova,0.887051957
11796,2559,51,8,146,30,307,58,346,60,-54,0.006917516,35,NewGudkova,0.885994359
11797,834,54,12,151,29,305,57,112,42,-138,0.007120263,35,NewGudkova,0.882212398
11798,2330,141,45,47,3,314,43,332,4,14,0.007144103,35,NewGudkova,0.88176769
11799,991,69,25,172,25,300,53,118,30,-148,0.007336099,35,NewGudkova,0.878186283
11800,588,204,19,103,28,324,54,92,70,-120,0.007337696,35,NewGudkova,0.878156484
11801,2306,199,23,96,26,324,52,330,32,-32,0.007344805,35,NewGudkova,0.878023884
11802,616,126,46,218,1,309,43,96,2,148,0.007424869,35,NewGudkova,0.876530396
11803,920,63,20,164,26,301,54,116,34,-144,0.007513411,35,NewGudkova,0.874878768
11804,1136,85,35,188,18,301,49,122,20,-158,0.007630965,35,NewGudkova,0.872685973
11805,434,177,36,73,17,322,47,72,84,-108,0.007885651,35,NewGudkova,0.867935167
11806,2462,218,5,125,31,317,58,338,48,-46,0.008250065,35,NewGudkova,0.861137522
11807,768,46,2,138,30,311,58,108,50,-132,0.008252946,35,NewGudkova,0.86108379
11808,2359,206,16,106,29,322,55,332,38,-38,0.008639438,35,NewGudkova,0.853874318
11809,1097,116,44,211,6,307,44,122,6,-180,0.008639655,35,NewGudkova,0.853870286
11810,1023,116,44,212,5,307,44,120,6,178,0.008716365,35,NewGudkova,0.852439363
11811,1063,78,31,181,21,300,50,120,24,-154,0.00877174,35,NewGudkova,0.851406413
11812,1068,74,28,177,22,299,52,120,26,-150,0.009010548,35,NewGudkova,0.84695178
11813,1141,81,32,184,19,299,50,122,22,-154,0.009098985,35,NewGudkova,0.845302121
11814,2115,146,45,49,5,314,44,326,6,6,0.009211605,35,NewGudkova,0.843201354
11815,2400,211,12,114,29,320,57,334,42,-42,0.00924083,35,NewGudkova,0.842656205
11816,367,163,41,62,11,319,45,62,88,-102,0.009241735,35,NewGudkova,0.842639328
11817,1993,157,43,58,9,317,45,322,10,-6,0.009318257,35,NewGudkova,0.841211901
11818,2120,151,44,53,7,316,44,326,8,2,0.009346481,35,NewGudkova,0.840685425
11819,2114,148,45,51,5,316,44,326,6,4,0.009501841,35,NewGudkova,0.837787401
11820,2060,163,42,62,11,319,45,324,12,-8,0.009693977,35,NewGudkova,0.834203382
11821,2156,183,33,79,20,324,49,326,22,-22,0.010015224,35,NewGudkova,0.828210978
11822,191,104,42,203,9,304,46,24,88,-80,0.01045973,35,NewGudkova,0.819919335
11823,2077,174,37,70,17,321,47,324,18,-16,0.010537935,35,NewGudkova,0.818460534
11824,736,44,1,135,31,312,58,106,52,-132,0.010591245,35,NewGudkova,0.817466115
11825,2042,147,44,51,5,316,44,324,6,2,0.010711041,35,NewGudkova,0.81523148
11826,1098,114,44,209,5,305,44,122,6,-178,0.010887711,35,NewGudkova,0.811935954
11827,2061,161,42,60,11,317,44,324,12,-6,0.01094636,35,NewGudkova,0.810841929
11828,712,219,3,127,30,316,59,104,56,-128,0.010961161,35,NewGudkova,0.810565843
11829,1988,151,44,54,7,316,44,322,8,-2,0.011115786,35,NewGudkova,0.807681533
11830,2151,179,36,75,18,322,47,326,20,-18,0.011219345,35,NewGudkova,0.805749787
11831,2621,60,17,159,27,301,56,352,68,-60,0.011342694,35,NewGudkova,0.803448872
11832,463,182,34,78,19,324,49,76,82,-110,0.011391102,35,NewGudkova,0.802545899
11833,1096,119,44,214,3,307,44,122,4,178,0.011401645,35,NewGudkova,0.802349229
11834,2076,176,37,72,17,323,47,324,18,-18,0.011546598,35,NewGudkova,0.799645339
11835,1126,92,38,195,15,302,47,122,16,-164,0.011579097,35,NewGudkova,0.799039106
11836,2195,146,45,49,5,314,43,328,6,8,0.01179499,35,NewGudkova,0.795011943
11837,2430,213,10,117,31,319,56,336,44,-42,0.011882117,35,NewGudkova,0.7933867
11838,1116,101,41,201,11,304,45,122,12,-170,0.012048765,35,NewGudkova,0.790278111
11839,606,207,16,107,29,322,55,94,68,-122,0.012109196,35,NewGudkova,0.789150856
11840,2157,182,34,77,20,322,48,326,22,-20,0.012164417,35,NewGudkova,0.788120798
11841,2082,179,35,75,18,322,48,324,20,-20,0.012214825,35,NewGudkova,0.787180511
11842,122,89,37,192,15,301,48,14,84,-74,0.012538799,35,NewGudkova,0.781137223
11843,797,50,7,145,31,308,57,110,46,-136,0.012641717,35,NewGudkova,0.779217423
11844,1998,162,41,62,11,319,45,322,12,-10,0.012728109,35,NewGudkova,0.777605906
11845,1121,95,40,197,13,302,46,122,14,-166,0.012866231,35,NewGudkova,0.775029446
11846,627,208,15,110,28,323,56,96,66,-122,0.012973072,35,NewGudkova,0.773036469
11847,923,61,18,161,27,302,55,116,36,-142,0.013117328,35,NewGudkova,0.770345586
11848,1169,116,44,211,5,307,44,124,6,-178,0.013223101,35,NewGudkova,0.768372525
11849,1170,114,44,209,5,306,45,124,6,-176,0.013343249,35,NewGudkova,0.766131329
11850,950,115,45,212,5,307,44,118,6,176,0.013371387,35,NewGudkova,0.765606467
11851,2493,221,1,130,31,313,58,340,52,-48,0.013441581,35,NewGudkova,0.764297098
11852,2655,65,22,166,26,300,54,356,72,-62,0.013466454,35,NewGudkova,0.763833128
11853,877,56,13,154,28,303,57,114,40,-138,0.013483456,35,NewGudkova,0.76351598
11854,2311,200,21,99,27,323,53,330,34,-34,0.013525959,35,NewGudkova,0.76272314
11855,893,121,45,216,3,309,44,116,4,170,0.013598363,35,NewGudkova,0.761372548
11856,872,59,16,159,29,303,55,114,38,-142,0.013687058,35,NewGudkova,0.759718072
11857,1137,83,34,186,18,299,49,122,20,-156,0.01392302,35,NewGudkova,0.755316517
11858,1025,110,44,207,7,305,44,120,8,-178,0.013977734,35,NewGudkova,0.754295914
11859,996,66,22,167,25,300,55,118,32,-144,0.014067095,35,NewGudkova,0.75262901
11860,1181,106,42,205,9,306,45,124,10,-172,0.01413945,35,NewGudkova,0.751279321
11861,1188,99,41,199,11,302,46,124,12,-166,0.014151386,35,NewGudkova,0.751056671
11862,2269,139,45,45,3,312,43,330,4,14,0.014242917,35,NewGudkova,0.749349291
11863,1198,91,37,193,15,300,48,124,16,-160,0.014371727,35,NewGudkova,0.746946529
11864,1067,75,29,179,22,301,51,120,26,-152,0.014378041,35,NewGudkova,0.746828751
11865,2005,166,40,64,13,319,46,322,14,-12,0.014410233,35,NewGudkova,0.746228255
11866,44,76,29,179,21,299,52,4,78,-68,0.014452933,35,NewGudkova,0.745431743
11867,816,120,45,214,3,307,44,112,4,168,0.014468303,35,NewGudkova,0.745145031
11868,853,122,45,216,3,309,44,114,4,168,0.014553578,35,NewGudkova,0.743554351
11869,2248,196,25,93,25,325,53,328,30,-32,0.014649772,35,NewGudkova,0.741759989
11870,2537,49,6,142,29,308,59,344,58,-54,0.014881009,35,NewGudkova,0.737446591
11871,2048,153,44,56,7,318,44,324,8,-2,0.014918666,35,NewGudkova,0.736744147
11872,2125,157,43,58,9,318,44,326,10,-2,0.015026762,35,NewGudkova,0.734727768
11873,1110,106,43,205,9,306,45,122,10,-174,0.015077395,35,NewGudkova,0.733783273
11874,1203,88,36,190,16,301,48,124,18,-158,0.015082822,35,NewGudkova,0.733682038
11875,572,200,22,99,26,325,54,90,72,-118,0.015102978,35,NewGudkova,0.733306059
11876,798,49,7,143,29,307,58,110,46,-134,0.015191865,35,NewGudkova,0.731648007
11877,2189,139,45,45,3,312,44,328,4,12,0.015217059,35,NewGudkova,0.731178051
11878,1072,72,26,174,23,300,53,120,28,-148,0.015283637,35,NewGudkova,0.729936128
11879,1999,161,42,60,11,317,45,322,12,-8,0.015306509,35,NewGudkova,0.729509485
11880,2671,68,24,170,24,299,53,358,74,-64,0.015307803,35,NewGudkova,0.729485345
11881,2492,222,0,132,30,313,59,340,52,-50,0.015473263,35,NewGudkova,0.726398923
11882,93,84,34,187,17,299,49,10,82,-72,0.015587085,35,NewGudkova,0.724275729
11883,1981,147,44,52,6,316,44,322,6,0,0.015604902,35,NewGudkova,0.723943378
11884,2417,141,46,47,3,314,43,336,4,18,0.015690273,35,NewGudkova,0.722350899
11885,2310,202,20,101,26,324,54,330,34,-36,0.015844538,35,NewGudkova,0.719473312
11886,1163,120,44,213,4,307,44,124,4,-180,0.015879824,35,NewGudkova,0.718815087
11887,94,83,34,187,19,301,49,10,82,-70,0.015939316,35,NewGudkova,0.717705347
11888,2065,168,40,66,13,321,46,324,14,-12,0.015980907,35,NewGudkova,0.716929536
11889,2538,48,5,141,31,309,57,344,58,-52,0.016065249,35,NewGudkova,0.71535625
11890,2637,63,20,163,26,300,55,354,70,-62,0.016172327,35,NewGudkova,0.713358866
11891,2072,169,39,66,15,319,46,324,16,-12,0.016249753,35,NewGudkova,0.711914581
11892,2379,139,46,45,3,312,43,334,4,18,0.016418076,35,NewGudkova,0.708774765
11893,2239,190,29,86,23,325,50,328,26,-26,0.01646147,35,NewGudkova,0.707965312
11894,987,71,27,174,23,299,52,118,28,-150,0.016491052,35,NewGudkova,0.707413498
11895,1982,145,44,49,5,314,44,322,6,2,0.016602281,35,NewGudkova,0.705338665
11896,2055,155,43,56,9,316,44,324,10,-2,0.016662872,35,NewGudkova,0.704208428
11897,815,122,45,216,3,309,43,112,4,166,0.01674228,35,NewGudkova,0.702727186
11898,2397,208,15,109,30,321,55,334,40,-38,0.016746756,35,NewGudkova,0.702643696
11899,179,100,41,201,11,304,45,22,88,-78,0.016785388,35,NewGudkova,0.701923062
11900,615,128,46,220,1,311,43,96,2,146,0.016789636,35,NewGudkova,0.701843835
11901,654,128,45,220,1,311,43,100,2,150,0.017034178,35,NewGudkova,0.69728225
11902,646,211,12,114,30,321,56,98,64,-124,0.017261094,35,NewGudkova,0.693049445
11903,2240,189,30,84,23,323,49,328,26,-24,0.017314142,35,NewGudkova,0.692059901
11904,2571,133,46,41,1,310,43,348,2,36,0.01732752,35,NewGudkova,0.691810365
11905,520,194,26,90,25,323,51,84,76,-116,0.017351042,35,NewGudkova,0.691371588
11906,873,58,16,157,28,302,56,114,38,-140,0.017363315,35,NewGudkova,0.691142653
11907,1987,153,43,56,7,317,44,322,8,-4,0.017372896,35,NewGudkova,0.690963933
11908,2109,140,45,45,3,312,44,326,4,10,0.017392239,35,NewGudkova,0.690603108
11909,2167,190,29,86,22,324,51,326,26,-28,0.017409825,35,NewGudkova,0.69027508
11910,2602,57,15,155,28,302,56,350,66,-58,0.017427944,35,NewGudkova,0.689937085
11911,675,128,45,220,1,311,44,102,2,152,0.017487141,35,NewGudkova,0.688832859
11912,992,68,24,170,24,299,54,118,30,-146,0.017605908,35,NewGudkova,0.686617414
11913,2146,175,38,70,17,321,46,326,18,-14,0.017622325,35,NewGudkova,0.686311189
11914,1127,90,38,193,15,300,47,122,16,-162,0.017786096,35,NewGudkova,0.683256265
11915,951,114,44,210,5,305,44,118,6,178,0.017844624,35,NewGudkova,0.682164512
11916,1177,108,43,205,7,304,45,124,8,-172,0.01787087,35,NewGudkova,0.681674935
11917,2433,216,7,122,29,318,58,336,46,-46,0.018076173,35,NewGudkova,0.677845297
11918,2119,153,44,55,8,318,44,326,8,0,0.01818597,35,NewGudkova,0.675797177
11919,1059,80,33,184,20,299,49,120,22,-156,0.018288391,35,NewGudkova,0.673886653
11920,63,77,31,181,21,300,50,6,80,-68,0.018293525,35,NewGudkova,0.673790892
11921,1191,97,40,199,13,304,46,124,14,-166,0.018309971,35,NewGudkova,0.673484118
11922,1130,89,37,193,17,302,47,122,18,-162,0.018351427,35,NewGudkova,0.672710809
11923,45,74,29,178,23,301,51,4,78,-66,0.018354602,35,NewGudkova,0.672651596
11924,2249,195,25,91,25,323,52,328,30,-30,0.018463912,35,NewGudkova,0.67061256
11925,2200,152,44,53,7,316,43,328,8,4,0.018490955,35,NewGudkova,0.670108114
11926,494,188,31,84,21,325,50,80,80,-112,0.018507451,35,NewGudkova,0.669800403
11927,2505,133,45,41,1,310,43,342,2,30,0.018558099,35,NewGudkova,0.668855646
11928,837,53,9,148,29,307,58,112,44,-136,0.018655534,35,NewGudkova,0.667038116
11929,2010,171,38,68,15,321,47,322,16,-16,0.018668426,35,NewGudkova,0.66679764
11930,2161,187,31,84,21,325,50,326,24,-26,0.01867004,35,NewGudkova,0.666767537
11931,2475,137,45,45,1,314,44,340,2,24,0.018765572,35,NewGudkova,0.664985526
11932,2274,148,45,51,5,316,43,330,6,8,0.018808311,35,NewGudkova,0.66418828
11933,750,124,45,216,1,307,44,108,2,162,0.018829081,35,NewGudkova,0.663800851
11934,785,120,45,214,3,307,43,110,4,166,0.018964771,35,NewGudkova,0.661269735
11935,2638,61,19,162,28,301,54,354,70,-60,0.01903662,35,NewGudkova,0.659929501
11936,2434,215,7,120,31,317,57,336,46,-44,0.019079248,35,NewGudkova,0.659134335
11937,2477,133,45,41,1,310,44,340,2,28,0.019369484,35,NewGudkova,0.653720383
11938,1232,116,44,211,5,308,45,126,6,-176,0.019396393,35,NewGudkova,0.653218448
11939,62,79,32,182,19,298,51,6,80,-70,0.019470356,35,NewGudkova,0.651838768
11940,2396,209,14,111,29,322,56,334,40,-40,0.019474437,35,NewGudkova,0.651762644
11941,1994,155,43,56,9,315,44,322,10,-4,0.019519317,35,NewGudkova,0.650925459
11942,462,184,33,79,21,322,48,76,82,-112,0.019566858,35,NewGudkova,0.650038654
11943,2548,137,45,45,1,314,43,346,2,30,0.019752654,35,NewGudkova,0.646572894
11944,381,167,41,64,13,319,45,64,88,-104,0.020078101,35,NewGudkova,0.640502133
11945,665,214,8,119,30,318,58,100,60,-126,0.020194307,35,NewGudkova,0.638334478
11946,2355,203,19,101,29,322,53,332,36,-34,0.020209394,35,NewGudkova,0.638053055
11947,2243,194,27,91,23,326,52,328,28,-30,0.020252991,35,NewGudkova,0.637239814
11948,2131,161,42,60,11,318,44,326,12,-4,0.020291024,35,NewGudkova,0.636530349
11949,1939,151,43,54,7,315,44,320,8,-4,0.020308473,35,NewGudkova,0.636204866
11950,1104,112,44,209,7,307,44,122,8,-178,0.020395738,35,NewGudkova,0.634577064
11951,1249,99,40,199,11,302,47,126,12,-164,0.020451902,35,NewGudkova,0.633529393
11952,2518,46,3,138,30,309,59,342,56,-52,0.02049722,35,NewGudkova,0.632684056
11953,1226,120,44,213,3,308,44,126,4,-178,0.020510053,35,NewGudkova,0.632444681
11954,2569,137,46,45,1,314,43,348,2,32,0.020591471,35,NewGudkova,0.630925941
11955,1140,82,33,186,20,301,49,122,22,-156,0.020778501,35,NewGudkova,0.627437161
11956,1145,78,30,181,21,300,51,122,24,-152,0.020798171,35,NewGudkova,0.627070239
11957,2130,163,42,62,11,319,44,326,12,-6,0.02100347,35,NewGudkova,0.623240672
11958,1944,157,42,58,9,317,45,320,10,-8,0.021074197,35,NewGudkova,0.621921356
11959,1064,76,30,179,21,298,51,120,24,-152,0.021095524,35,NewGudkova,0.621523546
11960,995,67,22,169,26,301,54,118,32,-146,0.021185397,35,NewGudkova,0.619847089
11961,571,202,21,100,28,323,53,90,72,-120,0.021265953,35,NewGudkova,0.618344422
11962,2126,155,44,55,10,316,44,326,10,0,0.021302715,35,NewGudkova,0.617658687
11963,2053,159,43,60,9,319,45,324,10,-6,0.021491382,35,NewGudkova,0.614139355
11964,2358,207,16,108,28,323,56,332,38,-40,0.021503693,35,NewGudkova,0.613909721
11965,924,60,17,159,26,301,57,116,36,-140,0.021528946,35,NewGudkova,0.613438666
11966,2081,180,35,77,18,324,49,324,20,-22,0.021735667,35,NewGudkova,0.609582572
11967,27,73,27,175,23,300,52,2,76,-66,0.021737208,35,NewGudkova,0.60955383
11968,1175,112,43,209,7,308,44,124,8,-176,0.021791734,35,NewGudkova,0.608536712
11969,1932,147,44,52,5,316,44,320,6,-2,0.021823937,35,NewGudkova,0.607936012
11970,2463,217,6,123,32,316,56,338,48,-44,0.02185855,35,NewGudkova,0.607290361
11971,607,205,17,106,27,324,56,94,68,-120,0.021879985,35,NewGudkova,0.606890516
11972,1992,159,42,60,9,319,45,322,10,-8,0.022125153,35,NewGudkova,0.602317263
11973,2466,219,2,127,30,314,58,338,50,-48,0.022328618,35,NewGudkova,0.59852191
11974,765,47,5,140,31,308,58,108,48,-134,0.02234617,35,NewGudkova,0.5981945
11975,2152,178,36,72,19,321,46,326,20,-16,0.02237621,35,NewGudkova,0.597634136
11976,2235,186,32,81,22,324,48,328,24,-22,0.022376333,35,NewGudkova,0.597631842
11977,2307,197,24,94,27,323,51,330,32,-30,0.022383105,35,NewGudkova,0.597505527
11978,2050,149,44,51,7,314,44,324,8,2,0.022406756,35,NewGudkova,0.597064339
11979,1167,121,44,216,3,309,44,124,4,178,0.022473844,35,NewGudkova,0.595812922
11980,2168,188,29,84,23,323,50,326,26,-26,0.022511042,35,NewGudkova,0.595119042
11981,919,65,21,166,27,302,53,116,34,-146,0.022633513,35,NewGudkova,0.592834507
11982,2187,144,45,49,3,316,44,328,4,8,0.022658094,35,NewGudkova,0.592375998
11983,664,216,7,121,32,317,56,100,60,-128,0.02267049,35,NewGudkova,0.592144763
11984,2579,53,9,149,31,307,56,348,62,-54,0.022688251,35,NewGudkova,0.591813447
11985,1933,145,44,49,6,314,44,320,6,0,0.022817919,35,NewGudkova,0.589394682
11986,2070,173,38,70,15,323,47,324,16,-16,0.022876316,35,NewGudkova,0.58830537
11987,123,88,36,192,17,303,47,14,84,-72,0.022920836,35,NewGudkova,0.587474915
11988,366,165,41,62,13,317,45,62,88,-104,0.022922958,35,NewGudkova,0.587435332
11989,2067,164,41,62,13,317,45,324,14,-8,0.023059443,35,NewGudkova,0.584889388
11990,1032,104,43,203,9,304,45,120,10,-174,0.023080205,35,NewGudkova,0.584502094
11991,1054,84,35,188,18,301,48,120,20,-160,0.023126527,35,NewGudkova,0.583638032
11992,2302,195,26,91,26,323,51,330,30,-28,0.023139281,35,NewGudkova,0.583400125
11993,1024,112,44,209,8,307,44,120,8,-180,0.023147599,35,NewGudkova,0.58324496
11994,617,124,45,216,1,307,43,96,2,150,0.023168838,35,NewGudkova,0.582848783
11995,1927,142,44,47,3,314,44,320,4,2,0.023169407,35,NewGudkova,0.582838173
11996,754,122,46,216,3,309,43,108,4,162,0.02320217,35,NewGudkova,0.58222702
11997,1193,94,39,195,13,300,47,124,14,-162,0.023212413,35,NewGudkova,0.582035939
11998,1031,106,43,205,9,306,44,120,10,-176,0.023250504,35,NewGudkova,0.581325422
11999,2582,55,13,152,28,303,58,348,64,-58,0.023433543,35,NewGudkova,0.57791108
12000,2401,210,12,112,30,319,56,334,42,-40,0.023441013,35,NewGudkova,0.577771744
12001,2578,54,10,150,29,306,58,348,62,-56,0.023506,35,NewGudkova,0.576559491
12002,2121,150,44,51,7,314,43,326,8,4,0.023507107,35,NewGudkova,0.576538854
12003,1017,117,44,212,3,305,44,120,4,178,0.023537467,35,NewGudkova,0.575972523
12004,1146,77,30,179,20,298,52,122,24,-150,0.023569021,35,NewGudkova,0.57538392
12005,952,110,44,208,7,305,44,118,8,-180,0.023592672,35,NewGudkova,0.574942754
12006,354,161,41,60,11,317,45,60,88,-102,0.023605498,35,NewGudkova,0.5747035
12007,2245,191,28,86,24,322,50,328,28,-26,0.023638645,35,NewGudkova,0.574085188
12008,944,117,45,212,3,305,44,118,4,176,0.023667214,35,NewGudkova,0.573552276
12009,476,186,31,82,21,323,50,78,80,-112,0.023721586,35,NewGudkova,0.572538033
12010,1938,153,43,56,7,317,45,320,8,-6,0.023810309,35,NewGudkova,0.570883046
12011,14,71,27,173,23,298,52,0,76,-66,0.023829113,35,NewGudkova,0.570532268
12012,2142,170,40,66,15,319,45,326,16,-10,0.023859657,35,NewGudkova,0.569962512
12013,433,179,35,74,19,321,47,72,84,-110,0.023933593,35,NewGudkova,0.56858334
12014,737,43,0,133,30,312,59,106,52,-130,0.024027981,35,NewGudkova,0.566822667
12015,900,113,45,210,5,305,44,116,6,176,0.024030777,35,NewGudkova,0.566770515
12016,2329,143,45,49,3,316,44,332,4,12,0.024112583,35,NewGudkova,0.565244542
12017,2150,181,35,77,18,324,48,326,20,-20,0.02414429,35,NewGudkova,0.564653089
12018,876,58,14,156,29,305,56,114,40,-140,0.024148578,35,NewGudkova,0.564573114
12019,2654,66,22,167,24,299,55,356,72,-64,0.02434902,35,NewGudkova,0.560834137
12020,2163,184,32,79,22,322,48,326,24,-22,0.024360686,35,NewGudkova,0.56061653
12021,1161,125,45,218,1,309,44,124,2,176,0.024406037,35,NewGudkova,0.559770569
12022,1091,118,44,212,3,305,44,122,4,-180,0.024437091,35,NewGudkova,0.559191302
12023,626,210,14,111,30,321,55,96,66,-124,0.024462065,35,NewGudkova,0.558725438
12024,598,124,46,216,1,307,43,94,2,148,0.0245527,35,NewGudkova,0.557034768
12025,668,213,10,117,29,321,58,100,62,-124,0.024609194,35,NewGudkova,0.555980963
12026,711,221,3,129,32,315,57,104,56,-130,0.024663572,35,NewGudkova,0.554966606
12027,506,192,28,87,25,323,50,82,78,-116,0.024766106,35,NewGudkova,0.553053987
12028,1285,114,43,209,5,306,45,128,6,-172,0.024769744,35,NewGudkova,0.552986127
12029,1026,108,43,205,7,304,44,120,8,-176,0.02485297,35,NewGudkova,0.551433669
12030,2083,177,36,73,18,320,47,324,20,-18,0.024953148,35,NewGudkova,0.549564979
12031,178,102,42,201,9,302,46,22,88,-80,0.024954135,35,NewGudkova,0.549546573
12032,1989,149,44,52,7,314,44,322,8,0,0.02503996,35,NewGudkova,0.54794563
12033,2199,153,44,55,7,318,44,328,8,2,0.025042238,35,NewGudkova,0.547903132
12034,2301,197,25,93,25,325,52,330,30,-30,0.02505671,35,NewGudkova,0.547633182
12035,539,196,26,92,25,325,51,86,76,-116,0.025095114,35,NewGudkova,0.546916798
12036,103,133,46,41,0,311,43,12,2,60,0.025132273,35,NewGudkova,0.546223653
12037,2489,220,3,128,32,316,57,340,50,-46,0.025176839,35,NewGudkova,0.545392344
12038,1208,84,33,186,17,299,50,124,20,-154,0.025182341,35,NewGudkova,0.545289699
12039,643,212,9,116,31,318,56,98,62,-126,0.025189211,35,NewGudkova,0.545161565
12040,1279,120,44,213,3,308,45,128,4,-176,0.025203825,35,NewGudkova,0.544888961
12041,915,66,23,169,26,301,52,116,32,-148,0.025227133,35,NewGudkova,0.54445418
12042,1949,162,41,62,11,319,46,320,12,-12,0.025254583,35,NewGudkova,0.54394214
12043,986,72,27,176,24,301,51,118,28,-152,0.02530075,35,NewGudkova,0.543080947
12044,192,102,41,203,11,306,45,24,88,-78,0.025544212,35,NewGudkova,0.538539515
12045,556,197,24,95,24,326,53,88,74,-116,0.025576671,35,NewGudkova,0.537934027
12046,688,216,6,123,29,317,59,102,58,-126,0.025612559,35,NewGudkova,0.537264596
12047,838,51,8,146,28,306,59,112,44,-134,0.025641724,35,NewGudkova,0.536720563
12048,1132,86,36,188,16,299,48,122,18,-158,0.025666059,35,NewGudkova,0.536266637
12049,2088,181,33,77,20,322,49,324,22,-22,0.025695288,35,NewGudkova,0.535721395
12050,1202,89,36,193,16,303,48,124,18,-160,0.025703444,35,NewGudkova,0.535569255
12051,1204,86,35,188,16,299,49,124,18,-156,0.025719512,35,NewGudkova,0.535269538
12052,2515,43,0,134,32,312,57,342,54,-48,0.025720306,35,NewGudkova,0.535254734
12053,1036,100,42,201,11,304,45,120,12,-172,0.025764728,35,NewGudkova,0.534426102
12054,1186,103,41,203,11,306,45,124,12,-170,0.025782909,35,NewGudkova,0.53408695
12055,2305,200,22,98,26,326,54,330,32,-34,0.025839391,35,NewGudkova,0.533033364
12056,833,55,12,153,30,306,56,112,42,-140,0.025937687,35,NewGudkova,0.531199795
12057,2429,214,9,119,29,320,58,336,44,-44,0.025939105,35,NewGudkova,0.531173342
12058,118,132,46,41,0,311,43,14,2,62,0.026051207,35,NewGudkova,0.529082242
12059,801,48,4,141,29,310,59,110,48,-132,0.026060451,35,NewGudkova,0.528909804
12060,1089,123,45,216,1,307,44,122,2,176,0.0260712,35,NewGudkova,0.528709295
12061,1207,85,34,188,18,301,49,124,20,-156,0.02610613,35,NewGudkova,0.528057727
12062,1073,70,26,172,22,298,54,120,28,-146,0.026173146,35,NewGudkova,0.526807637
12063,2601,58,15,156,27,301,57,350,66,-60,0.026174117,35,NewGudkova,0.526789519
12064,393,170,38,67,15,319,46,66,86,-106,0.026191567,35,NewGudkova,0.526464021
12065,2377,143,45,49,3,316,43,334,4,14,0.026196965,35,NewGudkova,0.526363328
12066,859,115,45,212,5,307,43,114,6,172,0.026201745,35,NewGudkova,0.526274154
